date,meal,item_name,description,price,dietary_tags
2026-03-03,Dinner,Chipotle Mushrooms and Tofu,"Chipotle tofu with mushrooms, roasted tomato salsa, cotija cheese, sour cream, shredded lettuce, chile roasted vegetables, cilantro rice, black beans",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-03-03,Dinner,Sweet and Sour Pork Bowl,"Sautéed pork with bell peppers, red onions, pineapple, and jalapenos over white rice with sweet and sour sauce and scallions",9.00,Made without Gluten-Containing Ingredients
2026-03-03,Dinner,Sweet and Sour Tempeh Bowl,"Sautéed tempeh with bell peppers, red onions, pineapple, and jalapenos over white rice with sweet and sour sauce and scallions",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-04,Dinner,Smoked Barbecue Pork,"Smoked pork, waffle fries, fry sauce, coleslaw and steamed corn",9.00,Made without Gluten-Containing Ingredients
2026-03-04,Dinner,Smoked Barbecue Beyond Meat Patty,"Smoked barbecue Beyond Meat patty, waffle fries, fry sauce, coleslaw and steamed corn",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-04,Dinner,Blackened Turkey Breast,"Blackened turkey, dirty rice with red beans, scallion and tomato salad, red pepper dressing",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-04,Dinner,Blackened Tempeh,"Blackened tempeh, dirty rice and red beans, scallion and tomato salad, red peppers dressing",8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-05,Dinner,Beef Chili over Smashed Potatoes,"Beef chili, onion, sour cream, shredded cheddar cheese, smashed potatoes, steamed broccoli",9.25,Made without Gluten-Containing Ingredients
2026-03-05,Dinner,Three Bean Chili Potato Bowl,"Kidney, pinto and black bean chili, onion, vegan cheddar cheese, smashed potatoes, steamed broccoli",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-05,Dinner,Roasted Chicken with Calabrian Apricot Glaze,"Calabrian chili orange, apricot, spinach & onion glaze chicken with roasted cauliflower, carrots, and green beans, rice pilaf",9.00,Made without Gluten-Containing Ingredients
2026-03-05,Dinner,Lentil Tempeh with Calabrian Apricot Glaze,"Calabrian chili orange, apricot, spinach & onion glaze tempeh with roasted cauliflower, carrots, and green beans, rice pilaf",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-06,Dinner,Fish and Chips,"Beer battered Pollock filet served over deep fried potato wedges with tartar sauce, coleslaw, and lemon wedge",9.00,Seafood Watch
2026-03-06,Dinner,Fried Tofu & Chips,"Fried tofu, potato wedges, coleslaw, tartar sauce, lemon wedge",9.00,Vegan
2026-03-06,Dinner,Tomato Braised Beef,"Tomato herb braised beef, olive, onions and peppers, brown rice quinoa pilaf with spinach and marinated red onions",9.25,Made without Gluten-Containing Ingredients
2026-03-06,Dinner,Tomato Braised Tempeh,"Tomato herb braised tempeh, olives, onions and peppers, brown rice quinoa pilaf with spinach and marinated red onions",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-07,Dinner,Campfire farms Bratwurst Sausage,"Roasted pork bratwurst, tiger's eye bean with butternut squash, carrots kale, braised greens with red cipollini onions and watermelon radish",9.00,Made without Gluten-Containing Ingredients
2026-03-07,Dinner,Beyond Sausage,"Beyond Sausage tiger's eye bean with butternut squash, carrots kale, braised greens with red cipollini onions and watermelon radish",8.75,"Vegetarian, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-07,Dinner,Roasted Chicken Mixed Grain Bowl,"Roasted chicken with wild rice, brown rice and sorghum, roasted purple sprouted broccoli, delicata squash and green beans and roasted garlic dressing",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-07,Dinner,Garbanzo and Mushroom Grain Bowl,"Garbanzo beans and mushrooms with wild rice, brown rice and sorghum, roasted purple sprouted broccoli, delicata squash and green beans and roasted garlic dressing",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-08,Dinner,Garlic Tomato Chicken & Shrimp,"Grilled chicken breast and shrimp over saffron rice and peas, paprika tomato and pepper sauce with spicy local green salad, garlic dressing",9.25,"Made without Gluten-Containing Ingredients, Seafood Watch"
2026-03-08,Dinner,Garlic Gardein Chik'n,"Garlic Gardein Chik'n over saffron rice and peas, paprika tomato and pepper sauce with spicy local green salad, garlic dressing",8.75,
2026-03-08,Dinner,Roast Beef and Smashed Potatoes,"Roast beef, smashed golden potatoes, roasted leeks and green beans, radishes with parsley and whole grain mustard vinaigrette",9.25,Made without Gluten-Containing Ingredients
2026-03-08,Dinner,Marinated Portobello and Smashed Potatoes,"Marinated portobello mushroom smashed golden potatoes, roasted leeks and green beans, radishes with parsley and whole grain mustard vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-09,Dinner,Spaghetti and Beef and Pork Meatballs,"Beef and pork meatballs, spaghetti, marinara sauce, garden salad with Italian vinaigrette",9.25,
2026-03-09,Dinner,Spaghetti and Impossible Meatballs,"Impossible and lentil meatballs, spaghetti, marinara sauce, garden salad, Italian vinaigrette",8.75,Vegan
2026-03-09,Dinner,Lemon Chicken over Cauliflower Rice,"Roasted chicken thigh marinated in lemon and garlic over rice with cauliflower, caramelized onion, & fresh herbs, spinach cucumber salad with herb vinaigrette",9.00,"Made without Gluten-Containing Ingredients, In Balance"
2026-03-09,Dinner,Black Bean Cakes,"Roasted chickpea and black bean cake, over rice with cauliflower, caramelized onion, & fresh herbs, spinach cucumber salad and herb vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients, In Balance"
2026-03-10,Dinner,Pozole Verde De Pollo,"Braised chicken, hominy, poblano and tomatillo stew served with sliced radishes, diced onions, lime wedge, tortilla strips",9.00,
2026-03-10,Dinner,Vegetable Pozole,"Hominy, pinto beans, onions, poblano and tomatillo stew served with sliced radishes, diced onions, lime wedge, tortilla strips",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-10,Dinner,Ancho Braised Beef with Cowboy Beans and Corn,"Beef, ancho, onion, garlic, smoked kidney beans, white rice, roasted corn with peppers and onions, cilantro",9.25,Made without Gluten-Containing Ingredients
2026-03-10,Dinner,Smoked Mushrooms with Cowboy Beans,"Mushroom ancho, onion, garlic, smoked kidney beans, white rice, roasted corn with peppers and onions, cilantro",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-11,Dinner,Smoked Tri-Tip,"Smoked tri-tip, coleslaw, barbecue beans, creamed corn and barbecue sauce",9.25,Made without Gluten-Containing Ingredients
2026-03-11,Dinner,Smoked Tofu,"Smoked tofu, coleslaw, barbecue beans, creamed corn and barbecue sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-11,Dinner,Blackened Chicken over Dirty Rice,"Blackened chicken thigh, dirty rice, roasted green beans, broccoli slaw, red pepper sauce",9.00,Made without Gluten-Containing Ingredients
2026-03-11,Dinner,Creole Mushrooms over Dirty Rice,"Creole mushrooms, dirty rice, roasted green beans, broccoli slaw, red pepper sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-12,Dinner,Moroccan-Style Chicken over Couscous,"Spiced chicken breast, golden couscous with grilled zucchini, yellow squash, red onion, and carrots with cucumber salad and yogurt sauce",9.00,
2026-03-12,Dinner,Moroccan-Style Tofu over Couscous,"Spiced tofu, golden couscous with grilled zucchini, yellow squash, red onion, and carrots with cucumber salad and yogurt sauce",8.75,Vegetarian
2026-03-12,Dinner,Chicken with Potatoes and Apple Salad,"Roasted herb chicken breast, roasted fingerling potatoes and brussles sprouts, spinach, red onion and apple salad, sweet apple cider vinaigrette, smoked paprika pepitas",9.00,Made without Gluten-Containing Ingredients
2026-03-12,Dinner,Mushrooms with Potatoes,"Portobello and oyster mushrooms, roasted fingerling potatoes and brussles sprouts, spinach, red onion and apple salad, sweet apple cider vinaigrette, smoked paprika pepitas",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-13,Dinner,Fish and Chips,"Beer battered pollock filet, deep fried potato wedges, tartar sauce, coleslaw, lemon wedge",9.00,Seafood Watch
2026-03-13,Dinner,Fried Tofu & Chips,"Fried tofu, deep fried potato wedges, tartar sauce, coleslaw, lemon wedge",9.00,Vegan
2026-03-13,Dinner,South West Green Chile Chicken Bowl,"Roast chicken, chipotle black beans, Spanish rice, mixed greens, salsa verde, corn tortilla chips",9.00,Made without Gluten-Containing Ingredients
2026-03-13,Dinner,Ancho Mushrooms and Tempeh,"Ancho mushrooms and tempeh, Spanish rice, chipotle black beans, mixed greens, salsa verde, corn tortilla chips",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-14,Dinner,Campfire Farms Green Garlic Sausage,"Green Garlic Sausage, German style potato salad and purple sprouted broccoli and green beans, pickled radish and red onion, creamy mustard sauce<br />Extra Sausage $4.00",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-14,Dinner,Beyond Sausage with German Potato Salad,"Beyond sausage, German style potato salad and purple sprouted broccoli and green beans, pickled radish and red onion, creamy mustard sauce<br />Extra Sausage $4.00",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-03-14,Dinner,Roast Chicken with Hearty Local Greens Salad,"Bone in chicken breast, polenta, greens, beets, chickpeas, potato, cucumber, butternut squash, watermelon radish, cucumbers, spiced sunflower seeds, citrus herb vinaigrette",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-14,Dinner,Portobello & Quinoa Cakes,"Marinated portobello mushrooms and quinoa cakes, polenta, greens, beets, chickpeas, potato, cucumber, butternut squash, watermelon radish, cucumbers, spiced sunflower seeds, citrus herb vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-15,Dinner,Wasabi Salmon,"Wasabi salmon served with coconut herb rice, miso turnips and shanghai bok choy, marinated cucumbers",9.25,"Made without Gluten-Containing Ingredients, Seafood Watch"
2026-03-15,Dinner,Wasabi Tofu,"Wasabi tofu served with coconut herb rice, miso turnips and shanghai bok choy, marinated cucumbers",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-15,Dinner,Roasted Turkey and Smashed Potatoes,"Turkey breast, garlic smashed potatoes, steamed carrots and peas, with herb vinaigrette",9.00,Made without Gluten-Containing Ingredients
2026-03-15,Dinner,Stuffed Peppers with Smashed Potatoes,"Peppers stuffed with rice and vegetables, garlic smashed potatoes, steamed carrots and peas, herb vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-16,Dinner,Herb Chicken with Fettuccine Alfredo,"Herb roasted chicken with creamy alfredo sauce, fettuccine pasta with steamed broccoli and carrots, served with garlic bread",9.00,
2026-03-16,Dinner,Beyond Sausage over Fettuccine Alfredo,"Roasted Beyond sausage, creamy alfredo, fettuccine pasta with steamed broccoli and carrots, served with garlic bread",8.75,Vegetarian
2026-03-16,Dinner,Paprika Braised Beef with Polenta,"Paprika braised beef, onion and mushroom stew served over olive oil polenta with sauteed greens",9.25,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-16,Dinner,Paprika Braised Mushrooms over Polenta,Braised mushrooms served over olive oil polenta with sauteed greens,8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-17,Dinner,Guiness Beef Stew over Mashed Potatoes,"Braised beef, Guiness, carrots, parsnips, rutabegas, and onions over mashed potatoes with roasted cabbage and fried carrot strips",9.25,
2026-03-17,Dinner,Turmeric Spiced Chicken,"Turmeric spiced chicken thigh, butternut squash and sweet peppers, rosemary, onion, wild rice, garden salad with oregano vinaigrette",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-17,Dinner,Turmeric Lentil Cake,"Lentil cake, butternut squash and sweet peppers, rosemary, onion, wild rice, green salad with oregano vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-18,Dinner,Smoked Barbecue Chicken,"Smoked chicken, mashed yams, braised kale with corn, red bell peppers and tomatoes, Carolina-style barbecue sauce",9.00,
2026-03-18,Dinner,Smoked Barbecue Tofu,"Smoked tofu, mashed yams, braised kale with corn, red bell peppers and tomatoes, Carolina-style barbecue sauce",8.75,Vegetarian
2026-03-18,Dinner,Cumin Braised Pork over Curried Risotto,"Cumin braised pork, curried risotto, roasted squash, zucchini, red onions and cabbage, marinated cucumbers, cilantro",9.00,Made without Gluten-Containing Ingredients
2026-03-18,Dinner,Cumin Braised Chickpeas over Curried Risotto,"Cumin braised chickpeas, curried risotto, roasted squash, zucchini, red onions and cabbage, marinated cucumbers, cilantro",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-19,Dinner,Pork Chile Verde,"Braised pork in green chile and tomatillo stew, white rice, roasted tomatoes and cabbage, cilantro, cotija, lime wedge",9.00,Made without Gluten-Containing Ingredients
2026-03-19,Dinner,Pozole Chile Verde,"Hominy and pinto bean pazole in green chile and tomatillo stew, white rice, roasted tomatoes and cabbage, cilantro, cotija, lime wedge",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-19,Dinner,Sempio Ginger Chicken over White Rice,"Ginger Sempio chicken, white rice, steamed bok choy, sweet rice vinegar dressed cucumbers and carrots, pickled ginger, soy free teriyaki sauce",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-19,Dinner,Sempio Ginger Mushrooms over White Rice,"Ginger Sempio portobello mushrooms, white rice, steamed bok choy, sweet rice vinegar dressed cucumbers and carrots, pickled ginger, soy free teriyaki sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-20,Dinner,Fish and Chips,"Beer battered pollock filet served over deep fried potato wedges with tartar sauce, coleslaw, and lemon wedge",9.00,
2026-03-20,Dinner,Fried Tofu & Chips,"Fried tofu, potato wedges, coleslaw, tartar sauce, lemon wedge",9.00,Vegan
2026-03-20,Dinner,Seared Pork Chop,"Pork chop, roasted garlic and herb quinoa, carrots, fennel, delicata squash, chard, onion, and apple chutney.",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-20,Dinner,Roasted Mushroom and Chickpeas,"Mushroom and Chickpeas, roasted garlic and herb quinoa, carrots, fennel, delicata squash, chard, onion, and apple chutney.",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-29,Dinner,Seared Chicken Breast Over Mushroom Risotto,"Chicken breast served over mushroom risotto, roasted delicata squash, peppers and spinach with a basil, lemon, and truffle butter sauce",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-29,Dinner,Seared Tofu over Mushroom Risotto,"Seared tofu served over mushroom risotto, roasted delicata squash, peppers and spinach with a basil, lemon, and truffle butter sauce",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-03-29,Dinner,Chipotle Chicken Bowl,"Roasted chipotle chicken, brown rice, black beans, and chipotle sauce served with shredded kale, carrots and citrus vinaigrette",9.00,Made without Gluten-Containing Ingredients
2026-03-29,Dinner,Chipotle Tempeh Bowl,"Roasted chipotle tempeh, brown rice, black beans, and chipotle sauce served with shredded kale, carrots and citrus vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-03-30,Dinner,Creamy Pork Pesto Pasta,"Herb Pork, tomato pesto cream sauce, cavatappi pasta, garlic bread, braised greens",9.00,
2026-03-30,Dinner,Creamy Gardein Chik'n Pesto,"Vegan chik'n, tomato pesto cream sauce, cavatappi pasta, garlic bread, braised greens",8.75,Vegetarian
2026-03-30,Dinner,Lemon Chicken over Cauliflower rice,"Chicken thigh, garbanzo flour, cauliflower rice, roasted zucchini and yellow squash, dill lemon sauce",9.00,Made without Gluten-Containing Ingredients
2026-03-30,Dinner,Citrus Lentil Tempeh,"Tempeh, garbanzo flour, cauliflower rice, roasted zucchini and yellow squash, dill lemon sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-03-31,Dinner,Tuscan Roast Chicken,"Bone-in chicken, smashed gold potato with broccoli and cauliflower, braised hearty greens, allspice red pepper sauce, parsley",9.00,Made without Gluten-Containing Ingredients
2026-03-31,Dinner,Marinated Portobello,"Marinated portobello mushrooms, smashed gold potato with broccoli and cauliflower, braised hearty greens, allspice red pepper sauce, parsley",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-01,Dinner,Tandoori-Style Chicken,"Yogurt marinated chicken thigh, yogurt basmati rice, roasted cauliflower, carrots, and squash, mint chutney",9.00,Made without Gluten-Containing Ingredients
2026-04-01,Dinner,Tandoori-Style Tofu,"Yogurt marinated tofu, yogurt basmati rice, roasted cauliflower, carrots, and squash, mint chutney",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-04-01,Dinner,Mojo Pork with Pineapple Salsa,"Mojo pork with pineapple salsa, white rice and red beans, citrus slaw, lime wedge",9.00,Made without Gluten-Containing Ingredients
2026-04-01,Dinner,Mojo Tempeh with Pineapple Salsa,"Mojo tempeh with pineapple salsa, white rice and red beans, citrus slaw, lime wedge",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-02,Dinner,Matzo Stuffed Portobello Mushroom,"Matzo stuffed portobello mushroom with roasted potatoes, roasted carrots and cabbage and a herb garlic sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-02,Dinner,Herb Roasted Turkey Breast over Rice Pilaf,"Herb roasted turkey breast, rice pilaf, roasted delicata squash and broccolini, red pepper coulis",9.00,Made without Gluten-Containing Ingredients
2026-04-02,Dinner,Herb Roasted Tempeh over Rice Pilaf,"Herb roasted tempeh, rice pilaf, roasted delicata squash and broccolini, red pepper coulis",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-03,Dinner,Fish and Chips,"Beer battered Pollock filet (contain egg) served over deep fried potato wedges with tartar sauce, coleslaw, and lemon wedge",9.00,Seafood Watch
2026-04-03,Dinner,Fried Tofu & Chips,"Fried tofu, potato wedges, coleslaw, tartar sauce, lemon wedge",9.00,Vegan
2026-04-04,Dinner,Smoked Sausage Plate,"Campfire Farms bratwurst sausage, boiled potatoes with herbs, sautéed carrots and cabbage, pickled radishes and red onion, mustard sauce",9.25,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-04,Dinner,Beyond Sausage Plate,"Beyond sausage, boiled potatoes with herbs, sautéed carrots and cabbage, pickled radishes and red onion, creole mustard",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-04,Dinner,Roasted Chicken over Cauliflower Potato Tray Bake,"Chicken thigh, gold potatoes and cauliflower tray bake with roasted garlic, roasted purple sprouting broccoli, Mama Lil's orange dressing",9.00,Made without Gluten-Containing Ingredients
2026-04-04,Dinner,Roasted Mixed Mushrooms,"Mixed mushrooms, gold potatoes and cauliflower tray bake with roasted garlic, roasted purple sprouting broccoli, Mama Lil's orange dressing",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-05,Dinner,Blackened Salmon,"Salmon, blackening spice, cajun remoulade, sweet potato, potato, red onion, braised greens",9.25,"Made without Gluten-Containing Ingredients, Farm to Fork, Seafood Watch"
2026-04-05,Dinner,Blackened Beyond Sausage,"Beyond sausage, blackening spice, cajun remoulade, sweet potato, potato, red onion, braised greens",8.75,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-05,Dinner,Slow Roast Pork and Roasted Winter Vegetables,"Slow roast pork shoulder, roasted potatoes, roasted beets, carrots and apples, roasted leek, cider reduction",9.00,Made without Gluten-Containing Ingredients
2026-04-05,Dinner,Roasted Portobello and Winter Vegetables,"Roasted portobello, roasted potatoes, roasted beets, carrots and apples, roasted leek, cider reduction",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-06,Dinner,Italian Sausage Ragout over Pasta,"Pork sausage, tomatoes, onions, peppers, mushrooms, over penne pasta, parmesan cheese and a side salad with a red wine vinaigrette",9.00,Farm to Fork
2026-04-06,Dinner,Lentil and Vegetable Ragout over Pasta,"Lentil, tomatoes, onions, peppers, mushrooms, over penne pasta, and a side salad with a red wine vinaigrette",8.75,"Vegan, Farm to Fork"
2026-04-06,Dinner,Smoked Chicken with Salsa Aguacate,"Smoked chicken thigh, chile smashed fingerling potatoes, roasted cauliflower, broccoli, zucchini, squash, and peppers, salsa aguacate",9.00,Made without Gluten-Containing Ingredients
2026-04-06,Dinner,Smoked Portobello with Salsa Aguacate,"Smoked portobello, chile smashed fingerling potatoes, roasted cauliflower, broccoli, zucchini, squash, and peppers, salsa aguacate",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-07,Dinner,Chipotle Braised Chicken,"Chipotle braised chicken, roasted tomato salsa, cotija cheese, sour cream, shredded lettuce, chile roasted vegetables, cilantro rice, black beans",9.00,Farm to Fork
2026-04-07,Dinner,Chipotle Mushrooms and Tofu,"Chipotle tofu with mushrooms, roasted tomato salsa, cotija cheese, sour cream, shredded lettuce, chile roasted vegetables, cilantro rice, black beans",8.75,"Vegetarian, Made without Gluten-Containing Ingredients"
2026-04-07,Dinner,Brownie Sundae,"TMK ice cream, house-made brownie, whipped cream, Maraschino cherry, sprinkles, vegan chocolate sauce",5.50,
2026-04-07,Dinner,Blondie Brownie,"House-made brownie, vegan whipped cream, maraschino cherry, sprinkles, vegan chocolate sauce",3.50,
2026-04-07,Dinner,Smoked Barbecue Beef Brisket,"Beef brisket, berry barbecue sauce, fingerling potato, horseradish, olive oil, braised Sauvie Island Greens",9.25,Farm to Fork
2026-04-07,Dinner,Barbecue Portobello Mushroom,"Portobello, berry barbecue sauce, fingerling potato, horseradish, olive oil, braised Sauvie Island Greens",8.75,"Vegetarian, Farm to Fork"
2026-04-08,Dinner,Smoked Barbecue Beyond Meat Patty,"Smoked barbecue Beyond Meat patty, sweet potatoes fries, blueberry barbecue, coleslaw and steamed corn",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-08,Dinner,Barbecue Pork Shoulder,"Braised pork shoulder, sweet potatoes fries, blueberry barbecue, coleslaw and steamed corn",9.00,Made without Gluten-Containing Ingredients
2026-04-08,Dinner,Blackened Turkey Breast,"Blackened turkey, smashed potatoes, scallion and tomato salad, red pepper dressing",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-08,Dinner,Blackened Portobello,"Smoked portobello, smashed potatoes, scallion and tomato salad, red pepper dressing",8.75,"Vegan, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-09,Dinner,Beef Chili Bar Over Basmati Rice,"Beef chili, onion, sour cream, shredded cheddar cheese, basmati rice, steamed purple broccolini",9.25,Made without Gluten-Containing Ingredients
2026-04-09,Dinner,Three Bean Chili Over Basmati Rice,"Kidney, pinto and black bean chili, onion, vegan cheddar cheese, basmati rice, steamed purple broccolini",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-09,Dinner,Roasted Chicken with Orange Apricot Glaze,"Orange apricot glazed chicken with roasted cauliflower, butternut squash, and green beans with roasted red potatoes",9.00,Made without Gluten-Containing Ingredients
2026-04-09,Dinner,Roasted Portobello with Orange Apricot Glaze,"Orange apricot glazed portobello with roasted cauliflower, butternut squash and green beans and roasted red potatoes",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-10,Dinner,Fish and Chips,"Battered Rock fish served over deep fried potato wedges with tartar sauce, coleslaw, and lemon wedge",9.00,
2026-04-10,Dinner,Fried Tofu & Chips,"Fried tofu, potato wedges, coleslaw, tartar sauce, lemon wedge",9.00,Vegan
2026-04-10,Dinner,Tomato Braised Beef over Quinoa,"Tomato herb braised beef, smoked paprika, garlic, onions and peppers, brown rice and quinoa with dried fruit,  local spinach and marinated red onion",9.25,Made without Gluten-Containing Ingredients
2026-04-10,Dinner,Tomato Braised Tempeh,"Tomato herb braised tempeh with smoked paprika, garlic, onions and peppers, brown rice and quinoa with dried, local spinach and marinated red onion",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-11,Dinner,Mixed Sausage Bratwurst over Herbed Polenta,"Roasted pork bratwurst, herbed polenta, piperade, purple sprouting broccoli and broccoli",9.00,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-11,Dinner,Roasted Beyond Bratwurst over Herbed Polenta,"Beyond sausage bratwurst, herbed polenta, piperade, purple sprouting broccoli and broccoli",8.75,"Vegetarian, Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-11,Dinner,Smoked Brisket and Grain Bowl,"Smoked beef brisket, wild rice and brown rice with quinoa, green beans with bell peppers and cauliflower, green chile lime vinaigrette",9.25,"Made without Gluten-Containing Ingredients, Farm to Fork"
2026-04-11,Dinner,Garbanzo and Mushroom Grain Bowl,"Garbanzo and portobello mushroom, wild rice and brown rice with quinoa,  green beans with bell peppers and cauliflower, green chile lime vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-12,Dinner,Garlic Tomato Chicken & Shrimp,"Grilled chicken breast and shrimp over saffron rice and peas, paprika tomato and pepper sauce with braising greens",9.00,
2026-04-12,Dinner,Roast Beef and Smashed Potatoes,"Spiced garlic roast beef, smashed red potatoes, roasted green beans, radish and onion,with herb and garlic vinaigrette and parsley",9.25,Made without Gluten-Containing Ingredients
2026-04-12,Dinner,Marinated Portobello and Smashed Potatoes,"Grilled portobello, smashed red potatoes, roasted green beans, radish and onion,with herb and garlic vinaigrette and parsley",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-13,Dinner,Spaghetti and Beef and Pork Meatballs,"Beef and pork meatballs with mozzarella cheese, onions, bread crumbs, garlic and herbs, spaghetti, marinara sauce, garden salad with Italian vinaigrette",9.00,
2026-04-13,Dinner,Spaghetti and Beyond Italian Sausage,"Beyond Italian Sausage, spaghetti, marinara sauce, garden salad, Italian vinaigrette",8.75,Vegan
2026-04-13,Dinner,Made without Gluten Pasta Available,,,Made without Gluten-Containing Ingredients
2026-04-13,Dinner,Lemon Chicken over Cauliflower Rice,"Roasted chicken thigh marinated in lemon and garlic over rice with cauliflower, caramelized onion, & fresh herbs, spinach cucumber salad with herb vinaigrette",9.00,"Made without Gluten-Containing Ingredients, In Balance"
2026-04-13,Dinner,Black Bean Cakes,"Roasted chickpea and black bean cake over rice with cauliflower, caramelized onion, & fresh herbs, spinach cucumber salad and herb vinaigrette",8.75,"Vegan, Made without Gluten-Containing Ingredients, In Balance"
2026-04-14,Dinner,Pozole Verde De Pollo,"Braised chicken, hominy, poblano and tomatillo stew served with sliced radishes, diced onions, lime wedge, tortilla strips",9.00,
2026-04-14,Dinner,Vegetable Pozole,"Hominy, pinto beans, mushrooms, onions, poblano and tomatillo stew served with sliced radishes, diced onions, lime wedge, tortilla strips",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-14,Dinner,Ancho Braised Beef with Cowboy Beans and Corn,"Beef, ancho, onion, garlic, smoked kidney beans, white rice, roasted corn with peppers and onions, cilantro",9.25,Made without Gluten-Containing Ingredients
2026-04-14,Dinner,Smoked Mushrooms with Cowboy Beans,"Mushroom, ancho, onion, garlic, smoked kidney beans, white rice, roasted corn with peppers and onions, cilantro",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-15,Dinner,Smoked Pork Shoulder and Fried Shrimp,"Smoked pork shoulder, fried shrimp, coleslaw, ranch macaroni salad, baked beans, braised greens, barbecue sauce",9.00,"Farm to Fork, Seafood Watch"
2026-04-15,Dinner,Smoked Tofu,"Smoked tofu, coleslaw, ranch macaroni salad, baked beans, braised greens, barbecue sauce",8.75,"Vegetarian, Farm to Fork"
2026-04-15,Dinner,Creole Mushrooms over Dirty Rice,"Creole mushrooms, dirty rice, bell pepper, celery, garlic, green onion, broccoli slaw, red pepper sauce",8.75,"Vegan, Made without Gluten-Containing Ingredients"
2026-04-16,Dinner,Moroccan-Style Chicken over Pearl Couscous,"Spiced chicken breast, pearl couscous with grilled zucchini, yellow squash, red onion, and carrots with cucumber salad and yogurt sauce",9.00,
